p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.010266400000546128,0.03772170000047481,4.178084400000444,5.178469700000278,1.0047928000003594,1.0215656999989733,5.145032899999933,10.149207200000092,6.008983800000351,6.025658299999122,10.149207200000092,None,,,,,,,
