p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.011859899999763002,0.0405361999996785,4.245137200000045,5.245508799999925,1.0072882999998,1.024313299999676,5.211894600000051,10.216332899999998,6.011831699999675,6.028640699999642,10.216332899999998,None,,,,,,,
