p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.016626180000059776,0.04463088000005655,4.5304524000000015,5.537402999999983,1.0015512800000579,1.0182715800000324,5.487311099999999,10.490882800000009,6.004991780000012,6.021664280000039,10.490882800000009,None,,,,,,,
