p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.013118660000031923,0.040167659999951866,3.3456876000000193,4.349011099999984,1.010537060000047,1.0268270599999596,4.315938899999992,9.320178899999974,6.014784559999953,6.031154959999981,9.320178899999974,None,,,,,,,
