p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.015502640000079282,0.04547814000005701,5.322646799999973,6.3252253,1.014650040000049,1.031550940000045,6.291695000000004,11.295742099999984,6.002028740000071,6.018603140000039,11.279202300000009,None,,,,,,,
