p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.01215653999861388,0.04013813999881677,3.9673557999994955,4.968807799999922,1.0079679399987072,1.0248939399989467,4.935185899999851,9.939805699999852,6.012726839999232,6.029421139999613,9.939805699999852,None,,,,,,,
