p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.016432880000024852,0.044110980000027666,4.024963100000036,5.031442200000015,1.0005122800000663,1.0173635800000511,4.981244300000071,9.985215499999981,6.004391480000095,6.021174880000103,9.985215499999981,None,,,,,,,
