p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.01421794000088994,0.04211453999960213,3.589673499998753,4.593540899999425,1.0126408400010405,1.029397340000287,4.560083599999416,9.564081999998962,6.000260140001046,6.016670740000336,9.547701600000437,None,,,,,,,
