p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.015302519999750075,0.04268041999966954,2.833045099998344,3.838691099999778,1.0149322199995368,1.031762919999892,3.8051769999983662,8.809431299998323,6.002609420000226,6.019223419998525,8.79285279999931,None,,,,,,,
