p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.012219819999700121,0.04150911999977325,3.4686264000001756,4.469487100000151,1.009046220000073,1.0258518199998434,4.4360397000000376,9.44000619999997,6.012890819999939,6.029532519999975,9.44000619999997,None,,,,,,,
