p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.012285319999932653,0.040424619999839706,5.041167199999904,6.042896599999949,1.0087825199998406,1.0255494199998338,6.009412699999984,11.01363379999998,6.013018219999935,6.029588019999892,11.01363379999998,None,,,,,,,
