p_port.started,p_port.stopped,text.started,text.stopped,p_port_2.started,p_port_2.stopped,text_2.started,text_2.stopped,p_port_3.started,p_port_3.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.00827210000005607,0.03551460000005591,4.712330500000007,5.727417800000012,1.0006203000000369,1.0174011000000291,5.677306699999974,10.681480899999997,6.004808800000035,6.021258100000011,10.681480899999997,None,,,,,,,
